model,ybase,lag,ytransform,dtransform,mtransform,sample_rule,yvar,dvar,mvar,N,beta_b,beta_se,beta_p,path1_b,path1_se,path1_p,path2_b,path2_se,path2_p,direct_b,direct_se,direct_p,attenuation,r2w,theory10,theory05,path1_theory,path2_theory,beta_theory,beta_sig,path1_sig,path2_sig
mediated,pat_invent_apply,cur,count,raw,raw,denom_ge2,pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,299,4521.4409,2456.7263,.069366917,-.1109505870279387,.063794352,.085800074,-1069.758494414408,2132.7559,.61732006,4402.750472523398,2436.5442,.074480988,118.6903329333991,.25044093,0,0,1,0,0,*,*,
moderator,pat_invent_apply,cur,count,raw,raw,denom_ge2,pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,299,4521.4409,2456.7263,.069366917,.0191694444417554,.025254043,.45001736,2995.034900668944,3701.0793,.42075199,4308.087154161551,2433.457,.080430314,213.353651295246,.25238979,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,raw,raw,denom_ge3,pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,250,5760.293,2897.3906,.050769914,-.0380235436297039,.088659428,.66935241,167.8194349632688,3119.1362,.95724744,5766.674216514192,2886.2163,.049659312,-6.381089607235481,.30586252,0,0,0,0,0,*,,
moderator,pat_invent_apply,cur,count,raw,raw,denom_ge3,pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,250,5760.293,2897.3906,.050769914,.0306542553165394,.024959154,.22355355,-9076.253771747011,6607.4668,.17400132,6102.770122443232,2833.3423,.034742519,-342.4769955362754,.31296742,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,raw,raw,interior,pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,223,5623.5352,2803.3677,.049155273,-.0916345174398389,.06689997,.17563543,-1396.402608196078,4295.1626,.74617463,5495.57671874245,2805.9971,.054600619,127.9586791537695,.31136912,0,0,0,0,0,**,,
moderator,pat_invent_apply,cur,count,raw,raw,interior,pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,223,5623.5352,2803.3677,.049155273,.0040391239588007,.019838339,.83932084,-16593.05509596828,9227.8701,.076945335,6404.562342288937,2897.9316,.03074288,-781.0269443927173,.32889265,0,0,0,0,0,**,,*
mediated,pat_invent_apply,cur,count,raw,raw,interior_debt_trim,pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,182,10875.409,5458.4751,.050961532,-.1734372107410635,.081380628,.037250619,-1531.151634642754,5379.917,.77694333,10609.85094644198,5322.48,.050847437,265.5586687340692,.32918245,0,0,1,0,0,*,**,
moderator,pat_invent_apply,cur,count,raw,raw,interior_debt_trim,pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,182,10875.409,5458.4751,.050961532,.0325008793627482,.064039715,.61368805,-35873.27936782,15830.8,.027131658,14209.04899695152,5460.0688,.011689413,-3333.639381775471,.38314244,0,0,0,0,0,*,,**
mediated,pat_invent_apply,cur,count,raw,raw,denom_ge2_debt_trim,pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,242,6608.5933,3655.2747,.074568897,-.1399373910499374,.07801044,.07681793,-782.9399912633164,2592.053,.76343596,6499.030874258408,3579.4763,.073370375,109.56257972605,.24290629,0,0,1,0,0,*,*,
moderator,pat_invent_apply,cur,count,raw,raw,denom_ge2_debt_trim,pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,242,6608.5933,3655.2747,.074568897,.0318380270332997,.045499776,.48622581,3297.960032139676,5307.8696,.53623915,6565.746990615699,3570.4126,.069831312,42.84646336875903,.2449567,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,raw,raw,denom_ge3_debt_trim,pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,203,11845.765,6706.9995,.082061328,-.0686470240360301,.16300817,.67505217,430.1187865902103,3900.8782,.91254127,11875.29063669253,6666.6982,.079537824,-29.52637468140165,.321428,0,0,0,0,0,*,,
moderator,pat_invent_apply,cur,count,raw,raw,denom_ge3_debt_trim,pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,203,11845.765,6706.9995,.082061328,-.0077446796058159,.047733862,.87161463,-15551.12520878461,9391.9004,.10258246,12689.96212883432,6602.1821,.058980066,-844.1978668231914,.33917236,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,raw,raw,no_covid_denom_ge2,pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,215,3914.6392,2373.2048,.10306383,-.0845220296523646,.085680813,.32695001,-1917.757715074585,1838.4739,.30011275,3752.546468931527,2444.0437,.12873606,162.0927744595856,.32186726,0,0,0,0,0,,,
moderator,pat_invent_apply,cur,count,raw,raw,no_covid_denom_ge2,pat_invent_apply,z_debt_pressure_l1,early_inv_count_share,215,3914.6392,2373.2048,.10306383,.039646314633664,.028478032,.167827,1855.324746508913,3187.5518,.56220949,3649.085082736579,2418.1973,.13533634,265.5541606545339,.32310998,0,0,0,0,0,,,
mediated,pat_invent_apply,cur,count,raw,winsor,denom_ge2,pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,299,4521.4409,2456.7263,.069366917,-.1109505870279387,.063794352,.085800074,-1069.758494414408,2132.7559,.61732006,4402.750472523398,2436.5442,.074480988,118.6903329333991,.25044093,0,0,1,0,0,*,*,
moderator,pat_invent_apply,cur,count,raw,winsor,denom_ge2,pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,299,4521.4409,2456.7263,.069366917,.0191694444417554,.025254043,.45001736,2995.034900668944,3701.0793,.42075199,4308.087154161551,2433.457,.080430314,213.353651295246,.25238979,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,raw,winsor,denom_ge3,pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,250,5760.293,2897.3906,.050769914,-.0380235436297039,.088659428,.66935241,167.8194349632688,3119.1362,.95724744,5766.674216514192,2886.2163,.049659312,-6.381089607235481,.30586252,0,0,0,0,0,*,,
moderator,pat_invent_apply,cur,count,raw,winsor,denom_ge3,pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,250,5760.293,2897.3906,.050769914,.0306542553165394,.024959154,.22355355,-9076.253771747011,6607.4668,.17400132,6102.770122443232,2833.3423,.034742519,-342.4769955362754,.31296742,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,raw,winsor,interior,pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,223,5623.5352,2803.3677,.049155273,-.0916345174398389,.06689997,.17563543,-1396.402608196078,4295.1626,.74617463,5495.57671874245,2805.9971,.054600619,127.9586791537695,.31136912,0,0,0,0,0,**,,
moderator,pat_invent_apply,cur,count,raw,winsor,interior,pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,223,5623.5352,2803.3677,.049155273,.0040391239588007,.019838339,.83932084,-16593.05509596828,9227.8701,.076945335,6404.562342288937,2897.9316,.03074288,-781.0269443927173,.32889265,0,0,0,0,0,**,,*
mediated,pat_invent_apply,cur,count,raw,winsor,interior_debt_trim,pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,182,10875.409,5458.4751,.050961532,-.1734372107410635,.081380628,.037250619,-1531.151634642754,5379.917,.77694333,10609.85094644198,5322.48,.050847437,265.5586687340692,.32918245,0,0,1,0,0,*,**,
moderator,pat_invent_apply,cur,count,raw,winsor,interior_debt_trim,pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,182,10875.409,5458.4751,.050961532,.0325008793627482,.064039715,.61368805,-35873.27936782,15830.8,.027131658,14209.04899695152,5460.0688,.011689413,-3333.639381775471,.38314244,0,0,0,0,0,*,,**
mediated,pat_invent_apply,cur,count,raw,winsor,denom_ge2_debt_trim,pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,242,6608.5933,3655.2747,.074568897,-.1399373910499374,.07801044,.07681793,-782.9399912633164,2592.053,.76343596,6499.030874258408,3579.4763,.073370375,109.56257972605,.24290629,0,0,1,0,0,*,*,
moderator,pat_invent_apply,cur,count,raw,winsor,denom_ge2_debt_trim,pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,242,6608.5933,3655.2747,.074568897,.0318380270332997,.045499776,.48622581,3297.960032139676,5307.8696,.53623915,6565.746990615699,3570.4126,.069831312,42.84646336875903,.2449567,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,raw,winsor,denom_ge3_debt_trim,pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,203,11845.765,6706.9995,.082061328,-.0686470240360301,.16300817,.67505217,430.1187865902103,3900.8782,.91254127,11875.29063669253,6666.6982,.079537824,-29.52637468140165,.321428,0,0,0,0,0,*,,
moderator,pat_invent_apply,cur,count,raw,winsor,denom_ge3_debt_trim,pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,203,11845.765,6706.9995,.082061328,-.0077446796058159,.047733862,.87161463,-15551.12520878461,9391.9004,.10258246,12689.96212883432,6602.1821,.058980066,-844.1978668231914,.33917236,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,raw,winsor,no_covid_denom_ge2,pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,215,3914.6392,2373.2048,.10306383,-.0845220296523646,.085680813,.32695001,-1917.757715074585,1838.4739,.30011275,3752.546468931527,2444.0437,.12873606,162.0927744595856,.32186726,0,0,0,0,0,,,
moderator,pat_invent_apply,cur,count,raw,winsor,no_covid_denom_ge2,pat_invent_apply,z_debt_pressure_l1,w_early_inv_count_share,215,3914.6392,2373.2048,.10306383,.039646314633664,.028478032,.167827,1855.324746508913,3187.5518,.56220949,3649.085082736579,2418.1973,.13533634,265.5541606545339,.32310998,0,0,0,0,0,,,
mediated,pat_invent_apply,cur,count,raw,asin,denom_ge2,pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,299,4521.4409,2456.7263,.069366917,-.1371110587213651,.080991849,.094317645,-621.5212271563294,1223.8815,.61295408,4436.223371983599,2438.4937,.072568864,85.21743347319807,.25024468,0,0,1,0,0,*,*,
moderator,pat_invent_apply,cur,count,raw,asin,denom_ge2,pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,299,4521.4409,2456.7263,.069366917,.0288562174351559,.036695309,.43394333,3680.72654168583,2374.0969,.12495153,4317.632452238536,2399.0173,.075623609,203.8083532182609,.25742605,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,raw,asin,denom_ge3,pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,250,5760.293,2897.3906,.050769914,-.0337014581992221,.112438,.76528138,317.8342982166265,1924.6427,.86931717,5771.004606222581,2883.3687,.049274754,-10.71147931562427,.30592728,0,0,0,0,0,*,,
moderator,pat_invent_apply,cur,count,raw,asin,denom_ge3,pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,250,5760.293,2897.3906,.050769914,.0475450683041105,.036382891,.19562022,-4424.351075953913,4852.062,.36502269,5929.715844828992,2859.6672,.041854568,-169.4227179220352,.30878466,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,raw,asin,interior,pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,223,5623.5352,2803.3677,.049155273,-.1048377824073023,.0707746,.14351349,-1181.734486577245,3927.4734,.76448977,5499.644974929231,2811.0176,.054846983,123.8904229669888,.31130165,0,0,0,0,0,**,,
moderator,pat_invent_apply,cur,count,raw,asin,interior,pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,223,5623.5352,2803.3677,.049155273,.0050325195187666,.021746386,.81773955,-13658.1350043954,8595.7705,.11708109,6298.350558235759,2903.8638,.033867966,-674.8151603395399,.32540917,0,0,0,0,0,**,,
mediated,pat_invent_apply,cur,count,raw,asin,interior_debt_trim,pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,182,10875.409,5458.4751,.050961532,-.1860925594831079,.08814428,.038999263,-1364.697515238007,4965.5459,.7844044,10621.44956164516,5346.251,.051604837,253.9600535308891,.32915124,0,0,1,0,0,*,**,
moderator,pat_invent_apply,cur,count,raw,asin,interior_debt_trim,pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,182,10875.409,5458.4751,.050961532,.0343805165470751,.069581181,.62306559,-32248.57945287553,15249.483,.038687017,14199.80422446299,5562.4658,.013293564,-3324.394609286941,.37856764,0,0,0,0,0,*,,**
mediated,pat_invent_apply,cur,count,raw,asin,denom_ge2_debt_trim,pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,242,6608.5933,3655.2747,.074568897,-.1564826804635013,.097320184,.11200033,-313.9731156240898,1531.8801,.83815181,6559.462099258127,3614.9883,.073544085,49.13135472633167,.24270144,0,0,0,0,0,*,,
moderator,pat_invent_apply,cur,count,raw,asin,denom_ge2_debt_trim,pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,242,6608.5933,3655.2747,.074568897,.0402175165438799,.06008729,.50532079,4784.645834304966,3575.8381,.18487038,6980.703597962359,3566.2268,.053966545,-372.1101439779004,.25286397,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,raw,asin,denom_ge3_debt_trim,pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,203,11845.765,6706.9995,.082061328,-.0421618474776426,.2158452,.84574103,856.6313055912774,2551.8242,.73818302,11881.88142046204,6650.5327,.078664474,-36.11715845091021,.32179922,0,0,0,0,0,*,,
moderator,pat_invent_apply,cur,count,raw,asin,denom_ge3_debt_trim,pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,203,11845.765,6706.9995,.082061328,-.001961031031729,.059101332,.9736321,-8563.12411017944,6888.9419,.21832395,12299.32946749129,6612.1685,.067396075,-453.5652054801612,.33041459,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,raw,asin,no_covid_denom_ge2,pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,215,3914.6392,2373.2048,.10306383,-.0913833492615077,.10569241,.38990086,-908.5822212409419,1072.1084,.39932486,3831.609956934657,2413.4658,.11642333,83.02928645645579,.32037181,0,0,0,0,0,,,
moderator,pat_invent_apply,cur,count,raw,asin,no_covid_denom_ge2,pat_invent_apply,z_debt_pressure_l1,asin_early_inv_count_share,215,3914.6392,2373.2048,.10306383,.054488494426463,.039582282,.17257842,2605.343721444202,2135.6418,.22616538,3681.335703240983,2337.9387,.1193947,233.3035401501297,.32610586,0,0,0,0,0,,,
mediated,pat_invent_apply,cur,count,raw,asin_w,denom_ge2,pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,299,4521.4409,2456.7263,.069366917,-.1371110587213651,.080991849,.094317645,-621.5212271563294,1223.8815,.61295408,4436.223371983599,2438.4937,.072568864,85.21743347319807,.25024468,0,0,1,0,0,*,*,
moderator,pat_invent_apply,cur,count,raw,asin_w,denom_ge2,pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,299,4521.4409,2456.7263,.069366917,.0288562174351559,.036695309,.43394333,3680.72654168583,2374.0969,.12495153,4317.632452238536,2399.0173,.075623609,203.8083532182609,.25742605,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,raw,asin_w,denom_ge3,pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,250,5760.293,2897.3906,.050769914,-.0337014581992221,.112438,.76528138,317.8342982166265,1924.6427,.86931717,5771.004606222581,2883.3687,.049274754,-10.71147931562427,.30592728,0,0,0,0,0,*,,
moderator,pat_invent_apply,cur,count,raw,asin_w,denom_ge3,pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,250,5760.293,2897.3906,.050769914,.0475450683041105,.036382891,.19562022,-4424.351075953913,4852.062,.36502269,5929.715844828992,2859.6672,.041854568,-169.4227179220352,.30878466,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,raw,asin_w,interior,pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,223,5623.5352,2803.3677,.049155273,-.1048377824073023,.0707746,.14351349,-1181.734486577245,3927.4734,.76448977,5499.644974929231,2811.0176,.054846983,123.8904229669888,.31130165,0,0,0,0,0,**,,
moderator,pat_invent_apply,cur,count,raw,asin_w,interior,pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,223,5623.5352,2803.3677,.049155273,.0050325195187666,.021746386,.81773955,-13658.1350043954,8595.7705,.11708109,6298.350558235759,2903.8638,.033867966,-674.8151603395399,.32540917,0,0,0,0,0,**,,
mediated,pat_invent_apply,cur,count,raw,asin_w,interior_debt_trim,pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,182,10875.409,5458.4751,.050961532,-.1860925594831079,.08814428,.038999263,-1364.697515238007,4965.5459,.7844044,10621.44956164516,5346.251,.051604837,253.9600535308891,.32915124,0,0,1,0,0,*,**,
moderator,pat_invent_apply,cur,count,raw,asin_w,interior_debt_trim,pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,182,10875.409,5458.4751,.050961532,.0343805165470751,.069581181,.62306559,-32248.57945287553,15249.483,.038687017,14199.80422446299,5562.4658,.013293564,-3324.394609286941,.37856764,0,0,0,0,0,*,,**
mediated,pat_invent_apply,cur,count,raw,asin_w,denom_ge2_debt_trim,pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,242,6608.5933,3655.2747,.074568897,-.1564826804635013,.097320184,.11200033,-313.9731156240898,1531.8801,.83815181,6559.462099258127,3614.9883,.073544085,49.13135472633167,.24270144,0,0,0,0,0,*,,
moderator,pat_invent_apply,cur,count,raw,asin_w,denom_ge2_debt_trim,pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,242,6608.5933,3655.2747,.074568897,.0402175165438799,.06008729,.50532079,4784.645834304966,3575.8381,.18487038,6980.703597962359,3566.2268,.053966545,-372.1101439779004,.25286397,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,raw,asin_w,denom_ge3_debt_trim,pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,203,11845.765,6706.9995,.082061328,-.0421618474776426,.2158452,.84574103,856.6313055912774,2551.8242,.73818302,11881.88142046204,6650.5327,.078664474,-36.11715845091021,.32179922,0,0,0,0,0,*,,
moderator,pat_invent_apply,cur,count,raw,asin_w,denom_ge3_debt_trim,pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,203,11845.765,6706.9995,.082061328,-.001961031031729,.059101332,.9736321,-8563.12411017944,6888.9419,.21832395,12299.32946749129,6612.1685,.067396075,-453.5652054801612,.33041459,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,raw,asin_w,no_covid_denom_ge2,pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,215,3914.6392,2373.2048,.10306383,-.0913833492615077,.10569241,.38990086,-908.5822212409419,1072.1084,.39932486,3831.609956934657,2413.4658,.11642333,83.02928645645579,.32037181,0,0,0,0,0,,,
moderator,pat_invent_apply,cur,count,raw,asin_w,no_covid_denom_ge2,pat_invent_apply,z_debt_pressure_l1,asin_w_early_inv_count_share,215,3914.6392,2373.2048,.10306383,.054488494426463,.039582282,.17257842,2605.343721444202,2135.6418,.22616538,3681.335703240983,2337.9387,.1193947,233.3035401501297,.32610586,0,0,0,0,0,,,
mediated,pat_invent_apply,cur,count,winsor,raw,denom_ge2,pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,299,3997.9604,2354.0305,.093280807,-.0983625184201898,.058853928,.098522007,-1079.717640822751,2137.1238,.61477625,3891.756636737836,2342.168,.10045795,106.2037463340212,.24907917,0,0,1,0,0,*,*,
moderator,pat_invent_apply,cur,count,winsor,raw,denom_ge2,pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,299,3997.9604,2354.0305,.093280807,.022540667571084,.02604036,.38926339,2918.131846386362,3705.9995,.43334138,3793.594861318208,2352.6228,.11074379,204.3655217536489,.25092831,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,winsor,raw,denom_ge3,pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,250,5042.3789,2915.9265,.088235334,-.0292501583475867,.08086127,.71865726,162.4916617416416,3133.479,.95879275,5047.131950287053,2905.2881,.08680997,-4.752906836107286,.30492824,0,0,0,0,0,*,,
moderator,pat_invent_apply,cur,count,winsor,raw,denom_ge3,pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,250,5042.3789,2915.9265,.088235334,.0334290431154505,.026107268,.20467475,-9138.750515148709,6608.8584,.17118415,5361.06580278175,2801.0891,.059778642,-318.6867593308043,.31212574,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,winsor,raw,interior,pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,223,4936.9653,2781.1604,.080704264,-.0815760004840349,.062411703,.19594221,-1536.238359139322,4294.1714,.72172648,4811.645055022643,2799.7476,.0905983,125.3201811287436,.30902746,0,0,0,0,0,*,,
moderator,pat_invent_apply,cur,count,winsor,raw,interior,pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,223,4936.9653,2781.1604,.080704264,.003327073684265,.020365151,.87074935,-17013.6272739263,9358.2412,.073813379,5683.880350485395,2761.2454,.043688487,-746.9151143340086,.32734311,0,0,0,0,0,*,,*
mediated,pat_invent_apply,cur,count,winsor,raw,interior_debt_trim,pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,182,9837.9355,4937.7563,.050961532,-.1568919361424755,.07361722,.037250619,-1531.151634642747,5379.917,.77694333,9597.710030378437,4814.7349,.050847437,240.2253444868129,.32918245,0,0,1,0,0,*,**,
moderator,pat_invent_apply,cur,count,winsor,raw,interior_debt_trim,pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,182,9837.9355,4937.7563,.050961532,.0294004145233137,.057930563,.61368805,-35873.27936782,15830.8,.027131658,12853.55777084817,4939.1982,.011689413,-3015.62239598292,.38314244,0,0,0,0,0,*,,**
mediated,pat_invent_apply,cur,count,winsor,raw,denom_ge2_debt_trim,pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,242,5978.1577,3306.575,.074568897,-.1265878765389616,.070568524,.07681793,-782.939991263303,2592.053,.76343596,5879.047135014387,3238.0076,.073370375,99.11071095145599,.24290629,0,0,1,0,0,*,*,
moderator,pat_invent_apply,cur,count,winsor,raw,denom_ge2_debt_trim,pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,242,5978.1577,3306.575,.074568897,.0288007958780455,.041159261,.48622581,3297.960032139684,5307.8696,.53623915,5939.398778254486,3229.8083,.069831312,38.75906771135669,.2449567,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,winsor,raw,denom_ge3_debt_trim,pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,203,10715.722,6067.1763,.082061328,-.0620983493992602,.14745778,.67505217,430.1187865902037,3900.8782,.91254127,10742.43140952523,6030.7192,.079537824,-26.70966669286099,.321428,0,0,0,0,0,*,,
moderator,pat_invent_apply,cur,count,winsor,raw,denom_ge3_debt_trim,pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,203,10715.722,6067.1763,.082061328,-.0070058655404328,.043180227,.87161463,-15551.12520878447,9391.9004,.10258246,11479.38622548464,5972.3579,.058980066,-763.6644826522715,.33917236,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,winsor,raw,no_covid_denom_ge2,pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,215,3654.2964,2283.197,.11352664,-.0718233790336812,.078645259,.36392137,-1919.895014370011,1852.5988,.30325258,3516.403017174599,2351.9106,.13891652,137.893347321969,.32249829,0,0,0,0,0,,,
moderator,pat_invent_apply,cur,count,winsor,raw,no_covid_denom_ge2,pat_invent_apply,z_w_debt_pressure_l1,early_inv_count_share,215,3654.2964,2283.197,.11352664,.0441417273383757,.029828414,.14293976,1808.524733115517,3232.0154,.57737911,3410.537737168979,2338.6865,.14876921,243.7586273275888,.32367575,0,0,0,0,0,,,
mediated,pat_invent_apply,cur,count,winsor,winsor,denom_ge2,pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,299,3997.9604,2354.0305,.093280807,-.0983625184201898,.058853928,.098522007,-1079.717640822751,2137.1238,.61477625,3891.756636737836,2342.168,.10045795,106.2037463340212,.24907917,0,0,1,0,0,*,*,
moderator,pat_invent_apply,cur,count,winsor,winsor,denom_ge2,pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,299,3997.9604,2354.0305,.093280807,.022540667571084,.02604036,.38926339,2918.131846386362,3705.9995,.43334138,3793.594861318208,2352.6228,.11074379,204.3655217536489,.25092831,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,winsor,winsor,denom_ge3,pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,250,5042.3789,2915.9265,.088235334,-.0292501583475867,.08086127,.71865726,162.4916617416416,3133.479,.95879275,5047.131950287053,2905.2881,.08680997,-4.752906836107286,.30492824,0,0,0,0,0,*,,
moderator,pat_invent_apply,cur,count,winsor,winsor,denom_ge3,pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,250,5042.3789,2915.9265,.088235334,.0334290431154505,.026107268,.20467475,-9138.750515148709,6608.8584,.17118415,5361.06580278175,2801.0891,.059778642,-318.6867593308043,.31212574,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,winsor,winsor,interior,pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,223,4936.9653,2781.1604,.080704264,-.0815760004840349,.062411703,.19594221,-1536.238359139322,4294.1714,.72172648,4811.645055022643,2799.7476,.0905983,125.3201811287436,.30902746,0,0,0,0,0,*,,
moderator,pat_invent_apply,cur,count,winsor,winsor,interior,pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,223,4936.9653,2781.1604,.080704264,.003327073684265,.020365151,.87074935,-17013.6272739263,9358.2412,.073813379,5683.880350485395,2761.2454,.043688487,-746.9151143340086,.32734311,0,0,0,0,0,*,,*
mediated,pat_invent_apply,cur,count,winsor,winsor,interior_debt_trim,pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,182,9837.9355,4937.7563,.050961532,-.1568919361424755,.07361722,.037250619,-1531.151634642747,5379.917,.77694333,9597.710030378437,4814.7349,.050847437,240.2253444868129,.32918245,0,0,1,0,0,*,**,
moderator,pat_invent_apply,cur,count,winsor,winsor,interior_debt_trim,pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,182,9837.9355,4937.7563,.050961532,.0294004145233137,.057930563,.61368805,-35873.27936782,15830.8,.027131658,12853.55777084817,4939.1982,.011689413,-3015.62239598292,.38314244,0,0,0,0,0,*,,**
mediated,pat_invent_apply,cur,count,winsor,winsor,denom_ge2_debt_trim,pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,242,5978.1577,3306.575,.074568897,-.1265878765389616,.070568524,.07681793,-782.939991263303,2592.053,.76343596,5879.047135014387,3238.0076,.073370375,99.11071095145599,.24290629,0,0,1,0,0,*,*,
moderator,pat_invent_apply,cur,count,winsor,winsor,denom_ge2_debt_trim,pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,242,5978.1577,3306.575,.074568897,.0288007958780455,.041159261,.48622581,3297.960032139684,5307.8696,.53623915,5939.398778254486,3229.8083,.069831312,38.75906771135669,.2449567,0,0,0,0,0,*,,
mediated,pat_invent_apply,cur,count,winsor,winsor,denom_ge3_debt_trim,pat_invent_apply,z_w_debt_pressure_l1,w_early_inv_count_share,203,10715.722,6067.1763,.082061328,-.0620983493992602,.14745778,.67505217,430.1187865902037,3900.8782,.91254127,10742.43140952523,6030.7192,.079537824,-26.70966669286099,.321428,0,0,0,0,0,*,,
