spec,path,xform,xvar,dform,dvar,mtransform,meaning,mvar,yform,yrole,yvar,a_xd,se_a,p_a,beta_xd,se_beta,p_beta,c_xd,se_cxd,p_cxd,c_m,se_m,p_m,attenuation,N,r2_m,r2_base,r2_y,first_neg10,first_neg05,m_pos10,m_pos05,m_pos01,chain10,chain05
noctrl,fd1_dlog_wzraw,wz_rawfund,z_w_fund_est_scale_cum,ln_debt,ln_debt_pressure,fd1_dlog,change,d_ln_fin_dev_1,count,invent,pat_invent_apply,-.0035502600377997,.0011105739,.0015764441,-84.5737662340652,580.97046,.88438046,-80.65100725565878,583.89752,.89025724,1104.921593528578,1748.658,.52807432,.0463826923297923,1547,.11170862,.23746254,.23757273,1,1,0,0,0,0,0
noctrl,fd1_dlog_wzraw,wz_rawfund,z_w_fund_est_scale_cum,ln_debt,ln_debt_pressure,fd1_dlog,change,d_ln_fin_dev_1,count,utility,pat_utility_apply,-.0035502600377997,.0011105739,.0015764441,-2002.088126962924,617.7453,.0013600873,-1990.630982121519,617.99158,.0014535458,3227.12835663332,2138.7419,.13264196,.0057225976654611,1547,.11170862,.49927309,.4997682,1,1,0,0,0,0,0
noctrl,fd1_dlog_wzraw,wz_rawfund,z_w_fund_est_scale_cum,ln_debt,ln_debt_pressure,fd1_dlog,change,d_ln_fin_dev_1,count,total,pat_apply_total,-.0035502600377997,.0011105739,.0015764441,-2889.24490143706,1078.6449,.0079044318,-2871.043028531844,1080.7957,.0084272241,5126.912595533736,3657.4978,.1622806,.0062998719479136,1547,.11170862,.45293805,.4533411,1,1,0,0,0,0,0
noctrl,fd1_dlog_wzraw,wz_rawfund,z_w_fund_est_scale_cum,ln_debt,ln_debt_pressure,fd1_dlog,change,d_ln_fin_dev_1,logy,invent,lny_invent,-.0035502600377997,.0011105739,.0015764441,.0072725233224255,.011462261,.52637488,.0056449265968501,.011446582,.62235481,-.4584443697775387,.2497593,.067662336,.2238008258504446,1547,.11170862,.12783906,.1300717,1,1,0,0,0,0,0
noctrl,fd1_dlog_wzraw,wz_rawfund,z_w_fund_est_scale_cum,ln_debt,ln_debt_pressure,fd1_dlog,change,d_ln_fin_dev_1,logy,utility,lny_utility,-.0035502600377997,.0011105739,.0015764441,-.0086785002229755,.0069441767,.21260743,-.0097406720228227,.0069466741,.16214567,-.2991814088371605,.13522692,.027878368,-.122391170427718,1547,.11170862,.75980955,.76060253,1,1,0,0,0,0,0
noctrl,fd1_dlog_wzraw,wz_rawfund,z_w_fund_est_scale_cum,ln_debt,ln_debt_pressure,fd1_dlog,change,d_ln_fin_dev_1,logy,total,lny_total,-.0035502600377997,.0011105739,.0015764441,-.0079289595507364,.0055882526,.15723656,-.009261706354813,.0055879639,.098737396,-.3753941372989061,.14717467,.011373715,-.1680859633030687,1547,.11170862,.57126695,.57347971,1,1,0,0,0,0,0
noctrl,fd1_dlog_wzraw,wz_rawfund,z_w_fund_est_scale_cum,ln_debt,ln_debt_pressure,fd1_dlog,change,d_ln_fin_dev_1,wcount,invent,w_pat_invent_apply,-.0035502600377997,.0011105739,.0015764441,255.7102922312569,177.29121,.15051641,253.8481027260866,177.86459,.15482238,-524.5220027106593,907.86755,.56397343,.0072824190568214,1547,.11170862,.27639589,.27647391,1,1,0,0,0,0,0
noctrl,fd1_dlog_wzraw,wz_rawfund,z_w_fund_est_scale_cum,ln_debt,ln_debt_pressure,fd1_dlog,change,d_ln_fin_dev_1,wcount,utility,w_pat_utility_apply,-.0035502600377997,.0011105739,.0015764441,-506.4610256667348,312.45816,.10635379,-496.7026610257647,310.3288,.11078788,2748.633772476556,1922.4822,.15409446,.0192677504219077,1547,.11170862,.49494073,.49567199,1,1,0,0,0,0,0
noctrl,fd1_dlog_wzraw,wz_rawfund,z_w_fund_est_scale_cum,ln_debt,ln_debt_pressure,fd1_dlog,change,d_ln_fin_dev_1,wcount,total,w_pat_apply_total,-.0035502600377997,.0011105739,.0015764441,-1257.40699750933,767.11639,.10249538,-1245.449900728923,766.22742,.10538314,3367.949573580433,2725.0334,.21769303,.0095093289635668,1547,.11170862,.48526579,.48567119,1,1,0,0,0,0,0
noctrl,fd2_dlog_wzraw,wz_rawfund,z_w_fund_est_scale_cum,debt,debt_pressure,fd2_dlog,change,d_ln_fin_dev_2,count,invent,pat_invent_apply,-8.24408819010e-06,2.3624655e-06,.00057540543,-1.799462115782571,.60856211,.0034174914,-1.778391972920014,.60233086,.0034647202,2555.788144995507,1907.0255,.18144897,.0117091339004897,1547,.12522358,.27026838,.27127203,1,1,0,0,0,0,0
noctrl,fd2_dlog_wzraw,wz_rawfund,z_w_fund_est_scale_cum,debt,debt_pressure,fd2_dlog,change,d_ln_fin_dev_2,count,utility,pat_utility_apply,-8.24408819010e-06,2.3624655e-06,.00057540543,-4.311692187566311,.91298527,3.9625061e-06,-4.278837383656413,.90494728,3.8631442e-06,3985.256240872063,1922.4108,.039234921,.007619932611294,1547,.12522358,.53650147,.53778672,1,1,1,1,0,1,1
noctrl,fd2_dlog_wzraw,wz_rawfund,z_w_fund_est_scale_cum,debt,debt_pressure,fd2_dlog,change,d_ln_fin_dev_2,count,total,pat_apply_total,-8.24408819010e-06,2.3624655e-06,.00057540543,-7.470090957495063,1.8255445,.000058440884,-7.404755825985156,1.8094567,.000058376412,7925.088864085586,3866.1472,.041464269,.0087462297154967,1547,.12522358,.50965893,.5112983,1,1,1,1,0,1,1
noctrl,fd2_dlog_wzraw,wz_rawfund,z_w_fund_est_scale_cum,debt,debt_pressure,fd2_dlog,change,d_ln_fin_dev_2,logy,invent,lny_invent,-8.24408819010e-06,2.3624655e-06,.00057540543,-.0000285952714966,.000022556502,.20612739,-.0000310711010153,.000022589727,.17027357,-.3003157488815991,.15764488,.057973571,-.0865817804510324,1547,.12522358,.13420931,.13584024,1,1,0,0,0,0,0
noctrl,fd2_dlog_wzraw,wz_rawfund,z_w_fund_est_scale_cum,debt,debt_pressure,fd2_dlog,change,d_ln_fin_dev_2,logy,utility,lny_utility,-8.24408819010e-06,2.3624655e-06,.00057540543,-.0000184415688141,.00001733725,.28853533,-.0000217310047436,.000017148179,.20629469,-.3990054271182837,.087627336,8.3959085e-06,-.178370721203081,1547,.12522358,.75992614,.76232708,1,1,0,0,0,0,0
noctrl,fd2_dlog_wzraw,wz_rawfund,z_w_fund_est_scale_cum,debt,debt_pressure,fd2_dlog,change,d_ln_fin_dev_2,logy,total,lny_total,-8.24408819010e-06,2.3624655e-06,.00057540543,-.0000256842033854,.000013315625,.054925427,-.0000284274170615,.000013248078,.032894325,-.3327491910456917,.10220502,.0012942558,-.1068054802014253,1547,.12522358,.57274455,.57570416,1,1,0,0,0,0,0
noctrl,fd2_dlog_wzraw,wz_rawfund,z_w_fund_est_scale_cum,debt,debt_pressure,fd2_dlog,change,d_ln_fin_dev_2,wcount,invent,w_pat_invent_apply,-8.24408819010e-06,2.3624655e-06,.00057540543,-.1942174242025345,.32148927,.54633588,-.1940127120424998,.32113093,.54631156,24.83138890732629,564.49261,.96494985,.0010540360159507,1547,.12522358,.27457392,.27457422,1,1,0,0,0,0,0
noctrl,fd2_dlog_wzraw,wz_rawfund,z_w_fund_est_scale_cum,debt,debt_pressure,fd2_dlog,change,d_ln_fin_dev_2,wcount,utility,w_pat_utility_apply,-8.24408819010e-06,2.3624655e-06,.00057540543,-1.715655020707336,.47357574,.00035568871,-1.702063699198223,.47224396,.0003806811,1648.614279191341,1044.2352,.11570434,.0079219431325471,1547,.12522358,.51210648,.51255435,1,1,0,0,0,0,0
noctrl,fd2_dlog_wzraw,wz_rawfund,z_w_fund_est_scale_cum,debt,debt_pressure,fd2_dlog,change,d_ln_fin_dev_2,wcount,total,w_pat_apply_total,-8.24408819010e-06,2.3624655e-06,.00057540543,-3.075934081400531,.91436952,.0008941546,-3.053821317897977,.91204816,.00094390148,2682.25702984451,1536.8625,.082215793,.007188958838964,1547,.12522358,.5017975,.50223523,1,1,1,0,0,1,0
